
2018-06-08 19:30:20.420138 # Conexión realizada exitosamente !!!
2018-06-08 19:30:20.420818 # Puerto en escucha: 6030

2018-06-08 19:30:32.855187 # Test de conexión - Dir: ('127.0.0.1', 58420)
2018-06-08 19:30:32.857117 # ('127.0.0.1', 58420) se ha desconectado
2018-06-08 19:30:38.176377 # ('127.0.0.1', 58422) se ha conectado.
2018-06-08 19:30:54.521066 # Edicion de perfil : gino_junchaya
2018-06-08 19:30:54.654929 # Perfil de gino_junchaya editado exitosamente
