
2018-06-10 20:05:07.147420 # Conexión realizada exitosamente !!!
2018-06-10 20:05:07.147737 # Puerto en escucha: 6030

2018-06-10 20:05:22.625837 # Test de conexión - Dir: ('127.0.0.1', 43932)
2018-06-10 20:05:22.627520 # ('127.0.0.1', 43932) se ha desconectado
2018-06-10 20:05:26.878121 # ('127.0.0.1', 43934) se ha conectado.
2018-06-10 20:05:29.238198 # ('127.0.0.1', 43934) se ha desconectado
