
2018-06-08 19:15:54.024846 # Conexión realizada exitosamente !!!
2018-06-08 19:15:54.025414 # Puerto en escucha: 6030

2018-06-08 19:15:57.744427 # Test de conexión - Dir: ('127.0.0.1', 58278)
2018-06-08 19:15:57.744799 # ('127.0.0.1', 58278) se ha desconectado
2018-06-08 19:16:00.964572 # ('127.0.0.1', 58280) se ha conectado.
