
2018-06-08 19:21:13.174061 # Conexión realizada exitosamente !!!
2018-06-08 19:21:13.174461 # Puerto en escucha: 6030

2018-06-08 19:21:16.963992 # Test de conexión - Dir: ('127.0.0.1', 58286)
2018-06-08 19:21:16.965318 # ('127.0.0.1', 58286) se ha desconectado
2018-06-08 19:21:21.037524 # ('127.0.0.1', 58288) se ha conectado.
