
2018-06-08 19:23:03.390012 # Conexión realizada exitosamente !!!
2018-06-08 19:23:03.390671 # Puerto en escucha: 6030

2018-06-08 19:23:07.614233 # Test de conexión - Dir: ('127.0.0.1', 58300)
2018-06-08 19:23:07.614675 # ('127.0.0.1', 58300) se ha desconectado
2018-06-08 19:23:15.817114 # ('127.0.0.1', 58302) se ha conectado.
